what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1255725724115
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1255725724927
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1255725746567
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725769914
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725771232
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255725815317
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1255725815318
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255725821282
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1255725821283
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255725824493
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255725826499
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255725830961
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1255725831846
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725832719
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725833917
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255725847098
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1255725847503
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725848021
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725850447
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725854948
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725856992
error,log,,,"Error logged from Debug Core: ",1255725857096
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725858349
error,log,,,"Error logged from Debug Core: ",1255725860161
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725860181
