what,kind,bundleId,bundleVersion,description,time
error,log,,,"Error logged from Debug Core: ",1255725200491
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725204709
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725272380
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255725287839
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255725291798
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1255725292452
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725293251
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725294049
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725294235
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725295878
error,log,,,"Error logged from Debug Core: ",1255725295992
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725298168
error,log,,,"Error logged from Debug Core: ",1255725300254
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725300285
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725307496
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725312531
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1255725352380
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725398013
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725535200
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725538067
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725592855
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1255725617109
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1255725619532
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725635701
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255725679928
